id,description,source,page,extraction_method
NIELIT_Campus_BOQ_p31_l5,"32mm CPbrass waste ofstandard pattern, including painting offittings and",NIELIT_Campus_BOQ,31,text
NIELIT_Campus_BOQ_p31_l6,"brackets cutting & making good the walls, wherever required.",NIELIT_Campus_BOQ,31,text
NIELIT_Campus_BOQ_p31_l9,5 17.28 Providing &fixing PVC waste pipe forsinkorwash basin including PVC waste,NIELIT_Campus_BOQ,31,text
NIELIT_Campus_BOQ_p31_l10,fittings complete,NIELIT_Campus_BOQ,31,text
NIELIT_Campus_BOQ_p31_l11,17.28.1 Semi rigid pipe,NIELIT_Campus_BOQ,31,text
NIELIT_Campus_BOQ_p31_l18,TOTAL FOR SCHEDULE TIEMS(SANITARY FIXTURE) 273235.90,NIELIT_Campus_BOQ,31,text
NIELIT_Campus_BOQ_p31_l20,"8 17.35 Providing and fixing soil, waste vent pipes",NIELIT_Campus_BOQ,31,text
NIELIT_Campus_BOQ_p31_l21,a) 17.35.1 100mm diaSOIL WASTE VENT PIPES AND FITTINGS:,NIELIT_Campus_BOQ,31,text
NIELIT_Campus_BOQ_p32_l3,17.35.1.2 Centrifugally cast (spun) iron socketed pipe as per IS:3989.S&S pipe Mtr 50.00 857.30 42865.00,NIELIT_Campus_BOQ,32,text
NIELIT_Campus_BOQ_p32_l5,17.35.2.2 Centrifugally cast (spun) iron socketed pipe as per IS:3989. Mtr 60.00 744.50 44670.00,NIELIT_Campus_BOQ,32,text
NIELIT_Campus_BOQ_p32_l6,9 17.37 Providing andfixing MSholder-bat clamps ofapproved design toSand Cast,NIELIT_Campus_BOQ,32,text
NIELIT_Campus_BOQ_p32_l7,iron/cast iron(spun) pipe embedded inandincluding cement concrete blocks,NIELIT_Campus_BOQ,32,text
NIELIT_Campus_BOQ_p32_l8,10x10x10 cmof1:2:4 mix (1cement: 2coarse sand :4graded stone,NIELIT_Campus_BOQ,32,text
NIELIT_Campus_BOQ_p32_l9,aggregate 20mm nominal size) including cost ofcutting holes and making,NIELIT_Campus_BOQ,32,text
NIELIT_Campus_BOQ_p32_l10,good the walls etc.,NIELIT_Campus_BOQ,32,text
NIELIT_Campus_BOQ_p32_l11,17.37.1 For 100mm dia pipe Each 21 112.50 2344.00,NIELIT_Campus_BOQ,32,text
NIELIT_Campus_BOQ_p32_l12,17.37.2 For 75mm dia pipe Each 25 110.15 2754.00,NIELIT_Campus_BOQ,32,text
NIELIT_Campus_BOQ_p32_l13,10 17.38 Providing andfixing bend ofrequired degree withaccess door insertion rubber,NIELIT_Campus_BOQ,32,text
NIELIT_Campus_BOQ_p32_l16,17.38.1.2 Sand Cast iron S&S as per IS-3989 Each 2.00 353.25 707.00,NIELIT_Campus_BOQ,32,text
NIELIT_Campus_BOQ_p32_l18,17.38.2.2 Sand Cast iron S&S as per IS-3989 Each 2.00 281.15 562.00,NIELIT_Campus_BOQ,32,text
NIELIT_Campus_BOQ_p32_l21,17.39.1.2 Sand Cast iron S&S as per IS-3989 Each 21.00 296.35 6223.00,NIELIT_Campus_BOQ,32,text
NIELIT_Campus_BOQ_p32_l23,17.39.2.2 Sand Cast iron S&S as per IS-3989 Each 30.00 221.95 6659.00,NIELIT_Campus_BOQ,32,text
NIELIT_Campus_BOQ_p33_l3,12 17.40 Providing and fixing heal rest sanitary bend,NIELIT_Campus_BOQ,33,text
NIELIT_Campus_BOQ_p33_l5,17.40.1.2 Sand Cast iron S&S as per IS-3989 Each 2.00 342.80 686.00,NIELIT_Campus_BOQ,33,text
NIELIT_Campus_BOQ_p33_l7,17.40.2.2 Sand Cast iron S&S as per IS-3989 Each 2.00 297.45 595.00,NIELIT_Campus_BOQ,33,text
NIELIT_Campus_BOQ_p33_l9,"door, insertion rubber washer 3mm thick, bolts and nuts complete.",NIELIT_Campus_BOQ,33,text
NIELIT_Campus_BOQ_p33_l11,17.43.1.2 Sand Cast iron S&S as per IS-3989 Each 2.00 579.45 1159.00,NIELIT_Campus_BOQ,33,text
NIELIT_Campus_BOQ_p33_l13,17.43.2.2 Sand Cast iron S&S as per IS-3989 Each 2.00 438.00 876.00,NIELIT_Campus_BOQ,33,text
NIELIT_Campus_BOQ_p33_l16,17.56.1.2 Sand Cast iron S&S as per IS-3989 Each 2.00 244.10 488.00,NIELIT_Campus_BOQ,33,text
NIELIT_Campus_BOQ_p33_l18,17.56.2.2 Sand Cast iron S&S as per IS-3989 Each 2.00 221.95 444.00,NIELIT_Campus_BOQ,33,text
NIELIT_Campus_BOQ_p33_l21,17.57.1.2 Sand Cast iron S&S as per IS-3989 Each 36 238.25 8509.00,NIELIT_Campus_BOQ,33,text
NIELIT_Campus_BOQ_p34_l4,17.57.2.2 Sand Cast iron S&S as per IS-3989 Each 43 169.25 7254.00,NIELIT_Campus_BOQ,34,text
NIELIT_Campus_BOQ_p34_l5,16 17.58 Providing lead caulked joints tosand cast iron/centrifugally cast (spun) iron,NIELIT_Campus_BOQ,34,text
NIELIT_Campus_BOQ_p34_l6,pipes & fittings of dia,NIELIT_Campus_BOQ,34,text
NIELIT_Campus_BOQ_p34_l11,good the walls and floors.,NIELIT_Campus_BOQ,34,text
NIELIT_Campus_BOQ_p34_l13,17.60.2.1 Sand Cast iron S&S as per IS-3989 Each 37.00 838.85 31037.00,NIELIT_Campus_BOQ,34,text
NIELIT_Campus_BOQ_p34_l14,18 17.61 Cutting chases inbrick masonry walls forfollowing diameter sand cast,NIELIT_Campus_BOQ,34,text
NIELIT_Campus_BOQ_p34_l15,iron/centrifugally cast (spun) iron pipes and making good thesame with,NIELIT_Campus_BOQ,34,text
NIELIT_Campus_BOQ_p34_l16,cement concrete 1:3:6 (1cement: 3coarse sand: 6graded stone aggregate,NIELIT_Campus_BOQ,34,text
NIELIT_Campus_BOQ_p34_l17,12.5mm nominal size) including necessary plaster and painting incement,NIELIT_Campus_BOQ,34,text
NIELIT_Campus_BOQ_p34_l18,mortar 1:4 (1 cement: 4 coarse sand).,NIELIT_Campus_BOQ,34,text
NIELIT_Campus_BOQ_p34_l21,"19 17.65 Painting sand cast iron/centrifugally cast (spun) ironsoil,waste vent pipes and",NIELIT_Campus_BOQ,34,text
NIELIT_Campus_BOQ_p34_l22,fittings with paint ofanycolour such aschocolate grey orbuffetc.over acoat,NIELIT_Campus_BOQ,34,text
NIELIT_Campus_BOQ_p34_l24,a) 17.65.1 a) 100mm dia meter pipe Mtr 50.00 28.75 1438.00,NIELIT_Campus_BOQ,34,text
NIELIT_Campus_BOQ_p35_l3,b) 17.65.2 b) 75mm dia meter pipe Mtr 60.00 22.00 1320.00,NIELIT_Campus_BOQ,35,text
NIELIT_Campus_BOQ_p35_l7,pressure pipes conforming toIS-15450 U.V. stabilized with carbon black,NIELIT_Campus_BOQ,35,text
NIELIT_Campus_BOQ_p35_l9,temperature upto 80deg. Cincluding allspecial fittings ofcomposite material,NIELIT_Campus_BOQ,35,text
NIELIT_Campus_BOQ_p35_l13,Internal work -Exposed on wall,NIELIT_Campus_BOQ,35,text
NIELIT_Campus_BOQ_p35_l14,18.1.3 2025(16mm OD )pipe Mtr 15.20 277.95 4224.84,NIELIT_Campus_BOQ,35,text
NIELIT_Campus_BOQ_p35_l15,18.1.4 2532(16mm OD )pipe Mtr 15.20 362.85 5515.32,NIELIT_Campus_BOQ,35,text
NIELIT_Campus_BOQ_p35_l16,18.1.5 3240(16mm OD )pipe Mtr 20.00 559.65 11193.00,NIELIT_Campus_BOQ,35,text
NIELIT_Campus_BOQ_p35_l18,pressure pipes conforming toIS-15450 U.V. stabilized with carbon black,NIELIT_Campus_BOQ,35,text
NIELIT_Campus_BOQ_p35_l20,temperature upto 80deg. Cincluding allspecial fittings ofcomposite material,NIELIT_Campus_BOQ,35,text
NIELIT_Campus_BOQ_p35_l24,complete as per direction of Engineer-in-charge.SCHEDULE ITEMSTOTAL FOR SCHEDULE ITEMS(SOIL WASTE VENT PIPES & FITTINGS),NIELIT_Campus_BOQ,35,text
NIELIT_Campus_BOQ_p36_l4,walls etc. complete,NIELIT_Campus_BOQ,36,text
NIELIT_Campus_BOQ_p36_l5,18.2.1 1216 ( 16mm OD) pipe Mtr 50 297.95 14897.50,NIELIT_Campus_BOQ,36,text
NIELIT_Campus_BOQ_p36_l6,18.2.2 1620 ( 20mm OD) pipe Mtr 125 340.60 42575.00,NIELIT_Campus_BOQ,36,text
NIELIT_Campus_BOQ_p36_l8,pressure pipes conforming toIS-15450-2004 U.V. stabilized with carbon,NIELIT_Campus_BOQ,36,text
NIELIT_Campus_BOQ_p36_l10,temperature upto 80deg. Cincluding allspecial fittings ofcomposite material,NIELIT_Campus_BOQ,36,text
NIELIT_Campus_BOQ_p36_l12,"tees, reducers, couplers &connectors etc.with trenching,refilling andtesting",NIELIT_Campus_BOQ,36,text
NIELIT_Campus_BOQ_p36_l15,18.3.6 4050 (50mm OD) Pipe Mtr 29.4 558.75 16427.25,NIELIT_Campus_BOQ,36,text
NIELIT_Campus_BOQ_p36_l17,"providing & fixing tee, including cutting and threading the pipe etc. complete.",NIELIT_Campus_BOQ,36,text
NIELIT_Campus_BOQ_p37_l16,27 18.41 Providing &fitting sand ofgrading zone Vorcoarser grade alround theGI,NIELIT_Campus_BOQ,37,text
NIELIT_Campus_BOQ_p37_l17,pipes in external work:,NIELIT_Campus_BOQ,37,text
NIELIT_Campus_BOQ_p37_l18,18.41.6 50mm diameter pipe Mtr 1 61.40 61.40,NIELIT_Campus_BOQ,37,text
NIELIT_Campus_BOQ_p37_l19,28 18.27 Providing &laying S&S centrifugally cast (spun) iron pipes (Class LA),NIELIT_Campus_BOQ,37,text
NIELIT_Campus_BOQ_p37_l21,18.27.3 100mm dia pipe Mtrs 60.00 1476.70 88602.00,NIELIT_Campus_BOQ,37,text
NIELIT_Campus_BOQ_p38_l8,31 NS Providing and fixing CI cover with frame for RCC UGT / OHT,NIELIT_Campus_BOQ,38,text
NIELIT_Campus_BOQ_p38_l11,32 NS Providing and fixing monoblock centrifugal pumping setwith gun metal,NIELIT_Campus_BOQ,38,text
NIELIT_Campus_BOQ_p38_l12,impeller with totally enclosed fancolled squirrel cage induction motor capable,NIELIT_Campus_BOQ,38,text
NIELIT_Campus_BOQ_p38_l14,"dialguage, base plate priming arrangement, with wiring, panel &equipments",NIELIT_Campus_BOQ,38,text
NIELIT_Campus_BOQ_p38_l15,forwater level controller tostart /stop thepump automatically with protection,NIELIT_Campus_BOQ,38,text
NIELIT_Campus_BOQ_p38_l20,34 NS Providing andplacing onterrace (atallfloor levels) polyethylene water storage,NIELIT_Campus_BOQ,38,text
NIELIT_Campus_BOQ_p38_l21,tank IS:12701 marked with cover &suitable locking arrangement andmaking,NIELIT_Campus_BOQ,38,text
NIELIT_Campus_BOQ_p38_l22,"necessary holes forinlet, outlet &overflow pipes butwithout fittings andthe",NIELIT_Campus_BOQ,38,text
NIELIT_Campus_BOQ_p38_l23,base support for tank.Litre 1500.00 9.66 14482.76,NIELIT_Campus_BOQ,38,text
NIELIT_Campus_BOQ_p38_l25,D) SEWERAGE (INTERNAL):,NIELIT_Campus_BOQ,38,text
NIELIT_Campus_BOQ_p39_l3,"35 19.1 Providing, laying &jointing glazed stoneware pipes grade 'A'with stiffmixture",NIELIT_Campus_BOQ,39,text
NIELIT_Campus_BOQ_p39_l4,ofcement mortar intheproportion of1:1(1cement :1finesand) including,NIELIT_Campus_BOQ,39,text
NIELIT_Campus_BOQ_p39_l7,36 19.2 Providing andlaying cement concrete 1:5:10 (1cement: 5coarse sand :10,NIELIT_Campus_BOQ,39,text
NIELIT_Campus_BOQ_p39_l8,graded stone aggregate 40mm nominal size) alround SWpipes including bed,NIELIT_Campus_BOQ,39,text
NIELIT_Campus_BOQ_p39_l9,concrete as per standard design.,NIELIT_Campus_BOQ,39,text
NIELIT_Campus_BOQ_p39_l10,a) 19.2.1 100 mm dia RCC pipe Mtr 10.00 496.90 4969.00,NIELIT_Campus_BOQ,39,text
NIELIT_Campus_BOQ_p39_l12,grating brick masonry chamber with water tight CICover with frame of,NIELIT_Campus_BOQ,39,text
NIELIT_Campus_BOQ_p39_l16,19.4.1.1 With FPS bricks class designation 75. Each 3.00 1256.35 3769.00,NIELIT_Campus_BOQ,39,text
NIELIT_Campus_BOQ_p39_l17,38 19.6 Providing and laying non-pressure NP2 class (light duty) RCC pipes with,NIELIT_Campus_BOQ,39,text
NIELIT_Campus_BOQ_p39_l18,collars jointed with stiffmixture ofcement mortar intheproportion of1:2(1,NIELIT_Campus_BOQ,39,text
NIELIT_Campus_BOQ_p39_l19,cement : 2 fine sand) including testing of the joints etc. complete.,NIELIT_Campus_BOQ,39,text
NIELIT_Campus_BOQ_p39_l20,a) 19.6.2 150 mm dia RCC pipe Mtr 150.00 254.50 38175.00,NIELIT_Campus_BOQ,39,text
NIELIT_Campus_BOQ_p40_l3,39 19.7 Constructing brick masonary manhole incement mortar 1:4(1cement: 4,NIELIT_Campus_BOQ,40,text
NIELIT_Campus_BOQ_p40_l4,coarse sand) RCC topslab with1:2:4 mix(1cement: 2coarse sand: 4graded,NIELIT_Campus_BOQ,40,text
NIELIT_Campus_BOQ_p40_l5,"stone aggregate 20mmnominal size), fondation concrete 1:4:8 (1cement: 4",NIELIT_Campus_BOQ,40,text
NIELIT_Campus_BOQ_p40_l6,coarse sand: 8graded stone aggregate 40mmnominal size) inside plastering,NIELIT_Campus_BOQ,40,text
NIELIT_Campus_BOQ_p40_l7,12mmthick with cement mortar 1:3(1cement: 3coarse sand) finished with,NIELIT_Campus_BOQ,40,text
NIELIT_Campus_BOQ_p40_l8,floating coat ofneat cement andmaking channels incement concrete 1:2:4 (,NIELIT_Campus_BOQ,40,text
NIELIT_Campus_BOQ_p40_l9,1cement: 2coarse sand: 4graded stone aggregated 20mm nominal size),NIELIT_Campus_BOQ,40,text
NIELIT_Campus_BOQ_p40_l10,finished with a floating coat of neat cement complete as per standard design.,NIELIT_Campus_BOQ,40,text
NIELIT_Campus_BOQ_p40_l14,19.7.1.1 With FPS bricks with class designation 75 Each 5.00 7132.00 35660.00,NIELIT_Campus_BOQ,40,text
NIELIT_Campus_BOQ_p40_l16,encapsulated asper IS:10910 on12mm diasteel bar comforming to,NIELIT_Campus_BOQ,40,text
NIELIT_Campus_BOQ_p40_l24,manholes with 30x20x15cm cement concrete block 1:3:6 (1cement :3,NIELIT_Campus_BOQ,40,text
NIELIT_Campus_BOQ_p40_l25,coarse sand :6graded stone aggregate 20mm nominal size) complete asper,NIELIT_Campus_BOQ,40,text
NIELIT_Campus_BOQ_p41_l3,E) EARTH WORK( INTERNAL PLUMBING WORK),NIELIT_Campus_BOQ,41,text
NIELIT_Campus_BOQ_p41_l9,"42 2.10 Excavating trenches ofrequired width forpipes, cables, etc. including",NIELIT_Campus_BOQ,41,text
NIELIT_Campus_BOQ_p41_l10,"excavation forsockets andrefessing ofsides, ramming ofbottom depth upto",NIELIT_Campus_BOQ,41,text
NIELIT_Campus_BOQ_p41_l16,"2.10.1.2 Pipes, cables etc. exceeding 80mm dia but not exceeding 300mm dia Mtr 40.00 165.60 6624.00",NIELIT_Campus_BOQ,41,text
NIELIT_Campus_BOQ_p41_l17,"43 2.25 Filling available excavted earth (excluding rock) intrenches, plinth sides of",NIELIT_Campus_BOQ,41,text
NIELIT_Campus_BOQ_p41_l18,foundations etc. inlayet notexceeding 20cmindepth consolidation earth,NIELIT_Campus_BOQ,41,text
NIELIT_Campus_BOQ_p42_l1,"1 INTERNAL ELECTRICAL, UPS",NIELIT_Campus_BOQ,42,text
NIELIT_Campus_BOQ_p43_l2,1 1.10 Wiring forlight point/ fanpoint/ exhaust fanpoint/ callbellpoint with1.5sq.mm FRPVC insulated,NIELIT_Campus_BOQ,43,text
NIELIT_Campus_BOQ_p43_l3,"copper conductor single core cable insurface /recessed medium class PVC conduit, with",NIELIT_Campus_BOQ,43,text
NIELIT_Campus_BOQ_p43_l7,2 1.11 Wiring fortwin control light point with 1.5sq.mm FRPVC insulated copper conductor single core,NIELIT_Campus_BOQ,43,text
NIELIT_Campus_BOQ_p43_l8,"cable insurface /recessed medium class PVC conduit, 2way modular switch, modular plate,",NIELIT_Campus_BOQ,43,text
NIELIT_Campus_BOQ_p43_l11,"3 1.12 Wiring forlight/power plug with 2x4Sq.mm FRPVC insulated, copper conductor, single core",NIELIT_Campus_BOQ,43,text
NIELIT_Campus_BOQ_p43_l12,cable insurface/recessed PVC conduit alongwith 1No.4Sq.mm FRPVC insulated copper,NIELIT_Campus_BOQ,43,text
NIELIT_Campus_BOQ_p43_l14,"4 1.13 Wiring forlight/power plug with 4x4Sq.mm FRPVC insulated, copper conductor, single core",NIELIT_Campus_BOQ,43,text
NIELIT_Campus_BOQ_p43_l15,cable insurface/recessed PVC conduit alongwith 2Nos. 4Sq.mm FRPVC insulated copper,NIELIT_Campus_BOQ,43,text
NIELIT_Campus_BOQ_p43_l17,5 1.14 Wiring forcircuit/sub main wiring alongwith earth wire with thefollowing sizes ofPVC insulated,NIELIT_Campus_BOQ,43,text
NIELIT_Campus_BOQ_p43_l18,"copper conductor, single core cable in surface/recessed PVC conduit as required.",NIELIT_Campus_BOQ,43,text
NIELIT_Campus_BOQ_p43_l19,a) 1.14.1 2x1.5 Sqmm + 1x1.5 Sq.mm (For circuit wiring) Metre 4420 107.00 472940.00,NIELIT_Campus_BOQ,43,text
NIELIT_Campus_BOQ_p43_l31,"NAME OF WORK : PROVIDING INTERNAL ELECTRICAL INSTALLATIONS IN ACADEMIC BLOCK AT NEILET, AGARTALA",NIELIT_Campus_BOQ,43,text
NIELIT_Campus_BOQ_p44_l14,11 1.35 Erection ofwallbracket /ceiling fittings ofallsizes andshapes containing upto twoGLS lamps per,NIELIT_Campus_BOQ,44,text
NIELIT_Campus_BOQ_p44_l15,"fitting, complete with all accessories including connection etc. as required.Each 88 39.00 3432.00",NIELIT_Campus_BOQ,44,text
NIELIT_Campus_BOQ_p44_l16,"12 1.41 Installation, testing andcommissioning ofprewired fluorescent fitting/compact fluorescent fitting",NIELIT_Campus_BOQ,44,text
NIELIT_Campus_BOQ_p44_l17,"ofalltypes, complete with allaccessories and tubes etc. directly onceiling/wall including",NIELIT_Campus_BOQ,44,text
NIELIT_Campus_BOQ_p44_l20,"13 1.44 Installation, testing andcommissioning ofceiling fan,including wiring thedown rods ofstandard",NIELIT_Campus_BOQ,44,text
NIELIT_Campus_BOQ_p44_l23,14 1.49 Numbering of ceiling fan/exhaust fan/ fluorescent fittings as required. Each 537 19.50 10471.50,NIELIT_Campus_BOQ,44,text
NIELIT_Campus_BOQ_p44_l28,"17 2.4 Supplying and fixing following way, horizontal type three pole and neutral, sheet steel, MCB",NIELIT_Campus_BOQ,44,text
NIELIT_Campus_BOQ_p44_l30,"bar,earth bar,dinbar,interconnections, powder painted including earthing etc.asrequired. (But",NIELIT_Campus_BOQ,44,text
NIELIT_Campus_BOQ_p44_l31,without MCB/RCCB/Isolator),NIELIT_Campus_BOQ,44,text
NIELIT_Campus_BOQ_p44_l32,"a) 2.4.4 4 way (4 + 12), Double door Each 14 1654.00 23156.00",NIELIT_Campus_BOQ,44,text
NIELIT_Campus_BOQ_p44_l33,"b) 2.4.5 6 way (4 + 18), Double door Each 4 2047.00 8188.00",NIELIT_Campus_BOQ,44,text
NIELIT_Campus_BOQ_p44_l34,"c) 2.4.6 8 way (4 + 24), Double door Each 9 2529.00 22761.00",NIELIT_Campus_BOQ,44,text
NIELIT_Campus_BOQ_p45_l7,"current circuit breaker (RCCB), having asensitivity current upto 300milliamperes intheexisting",NIELIT_Campus_BOQ,45,text
NIELIT_Campus_BOQ_p45_l13,"metal enclosed plug topalongwith 20amps ""C""curve, SP,MCB, insheet steel enclosure, on",NIELIT_Campus_BOQ,45,text
NIELIT_Campus_BOQ_p45_l16,"22 5.2 Earthing withGIearth pipe 4.5mlong, 40mm diaincluding accessories, andproviding masonary",NIELIT_Campus_BOQ,45,text
NIELIT_Campus_BOQ_p45_l17,enclosure with cover plate having locking arrangement and watering pipe etc.with charcoal /,NIELIT_Campus_BOQ,45,text
NIELIT_Campus_BOQ_p45_l24,existing surface/ recessed conduit/ submain wiring/ cable as required.Metre 38 19.50 741.00,NIELIT_Campus_BOQ,45,text
NIELIT_Campus_BOQ_p45_l27,25 NS Supplying of light fittings complete with all standard accessories as required.,NIELIT_Campus_BOQ,45,text
NIELIT_Campus_BOQ_p45_l28,a)1x13 WCFL. Fitting Surface mounted asperDecon Product. No03XA with Lamp orsimilar,NIELIT_Campus_BOQ,45,text
NIELIT_Campus_BOQ_p45_l30,b)2x11 WCFL. Wall Surface mounted asperBajaj Product. NoBSM 211CFL W2EB with Lamp,NIELIT_Campus_BOQ,45,text
NIELIT_Campus_BOQ_p45_l32,c) 1x18 WCFL. Bulk Head Fitting Surface mounted asperLUSTRE Product. No6217 with Lamp,NIELIT_Campus_BOQ,45,text
NIELIT_Campus_BOQ_p46_l1,26 NSSupplying of light fittings complete with all standard accessories of the following type as required .,NIELIT_Campus_BOQ,46,text
NIELIT_Campus_BOQ_p46_l2,a)1x28 WFl.Fitting asperBajaj Product. NoBLPR 128 with lamp orsimilar specification ofother,NIELIT_Campus_BOQ,46,text
NIELIT_Campus_BOQ_p46_l4,b)2x36 WFl.Fitting asperBajaj Product. NoBCIR 236W2EB withlamp orsimilar specification of,NIELIT_Campus_BOQ,46,text
NIELIT_Campus_BOQ_p46_l18,"31 NS Supplying installation, testing &commissioning ofRaceway complete G.Ifitting ofthefollowing",NIELIT_Campus_BOQ,46,text
NIELIT_Campus_BOQ_p46_l22,"32 NS Supplying installation, testing &commissioning ofJunction Box complete G.Ifitting ofthe",NIELIT_Campus_BOQ,46,text
NIELIT_Campus_BOQ_p47_l3,"The panel shall beindoor, free floor standing, metal clad, power coated, dust &vermin proof,",NIELIT_Campus_BOQ,47,text
NIELIT_Campus_BOQ_p47_l4,compartment type enclosure ofIP-42 &fabricated outof2mm thick CRCA sheet with necessary,NIELIT_Campus_BOQ,47,text
NIELIT_Campus_BOQ_p47_l5,busbarandcable alleyes andfoundation channel of100x50x6mm. The incoming andoutgoing,NIELIT_Campus_BOQ,47,text
NIELIT_Campus_BOQ_p47_l6,"feeders shall beaccomodated inamulti-tier arrangement, painting, earting, sign writing,",NIELIT_Campus_BOQ,47,text
NIELIT_Campus_BOQ_p47_l7,numbering shall becomplete with foundation channel of100x50x6mm asperspecifications &,NIELIT_Campus_BOQ,47,text
NIELIT_Campus_BOQ_p47_l27,"The panel shall beindoor, free floor standing, metal clad, power coated, dust &vermin proof,",NIELIT_Campus_BOQ,47,text
NIELIT_Campus_BOQ_p47_l28,compartment type enclosure ofIP-42 &fabricated outof2mm thick CRCA sheet with necessary,NIELIT_Campus_BOQ,47,text
NIELIT_Campus_BOQ_p47_l29,busbarandcable alleyes andfoundation channel of100x50x6mm. The incoming andoutgoing,NIELIT_Campus_BOQ,47,text
NIELIT_Campus_BOQ_p47_l30,"feeders shall beaccomodated inamulti-tier arrangement, painting, earting, sign writing,",NIELIT_Campus_BOQ,47,text
NIELIT_Campus_BOQ_p47_l31,numbering shall becomplete with foundation channel of100x50x6mm asperspecifications &,NIELIT_Campus_BOQ,47,text
NIELIT_Campus_BOQ_p48_l16,"with allstandard accessories i.e.M.S Frame, Copper pipe (upto 4mtrs.) with insulation, Drain",NIELIT_Campus_BOQ,48,text
NIELIT_Campus_BOQ_p48_l17,"pipe, Stabilizer as required.Each 35 41379.31 1448276.00",NIELIT_Campus_BOQ,48,text
NIELIT_Campus_BOQ_p49_l9,"rack 20 Nos.Fan (2Nos.) and casters ( Packet of 4), front glass door with lock & keys,",NIELIT_Campus_BOQ,49,text
NIELIT_Campus_BOQ_p50_l3,contract speed of1MPS serving different floors inthe liftshaft asper detailed,NIELIT_Campus_BOQ,50,text
NIELIT_Campus_BOQ_p50_l7,ii) Floor : Ground floor to 3rd floor,NIELIT_Campus_BOQ,50,text
NIELIT_Campus_BOQ_p50_l8,ii) Travel : 14.4 mtrs. (4 Floors x 3.6 mtr. height),NIELIT_Campus_BOQ,50,text
NIELIT_Campus_BOQ_p50_l14,ix) Type of doors:,NIELIT_Campus_BOQ,50,text
NIELIT_Campus_BOQ_p50_l15,"a) Car: Power operated, centre opening, horizontal sliding stainless steel scratch proof (moon",NIELIT_Campus_BOQ,50,text
NIELIT_Campus_BOQ_p50_l17,b) Landing doors: MS doors finished with spray painting of approved shade.,NIELIT_Campus_BOQ,50,text
NIELIT_Campus_BOQ_p50_l18,c) Ahand railnotless than 600mm long at900mm above floor level tobefixed adjacent to,NIELIT_Campus_BOQ,50,text
NIELIT_Campus_BOQ_p50_l20,d) Voice announcement system inthecartoanounce theposition oftheelevator inthe,NIELIT_Campus_BOQ,50,text
NIELIT_Campus_BOQ_p50_l21,hoistway as the car passes or stops at a floor served by the elevator.,NIELIT_Campus_BOQ,50,text
NIELIT_Campus_BOQ_p51_l7,proper levels byfilling with earth orearth mixed with sludge or/and,NIELIT_Campus_BOQ,51,text
NIELIT_Campus_BOQ_p52_l6,"of 30cm,refilling the excavated earth after breaking clods and",NIELIT_Campus_BOQ,52,text
NIELIT_Campus_BOQ_p52_l10,"water, filling with earth if necessary, watering and finally fine",NIELIT_Campus_BOQ,52,text
NIELIT_Campus_BOQ_p52_l18,bolted together with 8mm dia. And 30mm long bolts including painting,NIELIT_Campus_BOQ,52,text
NIELIT_Campus_BOQ_p52_l19,twocoats with paint ofapproved brand andmanufacture over acoat of,NIELIT_Campus_BOQ,52,text
NIELIT_Campus_BOQ_p52_l21,"12 23.19 Edging with bricks laid drylength wise including excavation, refilling,",NIELIT_Campus_BOQ,52,text
NIELIT_Campus_BOQ_p52_l25,(i) 23.19.1.1 F P S Brick metre 450.00 23.55 10597.50,NIELIT_Campus_BOQ,52,text
NIELIT_Campus_BOQ_p52_l29,height upto 600mmi/callexcavation india1meter anddepth 1.5meter,NIELIT_Campus_BOQ,52,text
NIELIT_Campus_BOQ_p53_l4,2.0 INTERNAL & EXTERNAL PLUMBING WORKS 745364.77 166379.31,NIELIT_Campus_BOQ,53,text
NIELIT_Campus_BOQ_p53_l6,"4.0 INTERNAL ELECTRICAL WORK, LAN SYSTEM ,LIFT,",NIELIT_Campus_BOQ,53,text
NIELIT_Campus_BOQ_p54_l4,3 CONCRETE WORK 761137.85 16034.48,NIELIT_Campus_BOQ,54,text
NIELIT_Campus_BOQ_p54_l5,4 RCC WORK 11036408.25,NIELIT_Campus_BOQ,54,text
NIELIT_Campus_BOQ_p54_l6,5 BRICK WORK 13293.00 2371777.76,NIELIT_Campus_BOQ,54,text
NIELIT_Campus_BOQ_p54_l9,8 STEEL WORK 394000.05 406896.55,NIELIT_Campus_BOQ,54,text
NIELIT_Campus_BOQ_p54_l10,9 FLOORING WORK 2878603.50 482344.83,NIELIT_Campus_BOQ,54,text
NIELIT_Campus_BOQ_p54_l11,10 ROOFING WORK 655200.90,NIELIT_Campus_BOQ,54,text
NIELIT_Campus_BOQ_p54_l12,11 FINISHING WORK 2218224.50 91034.48,NIELIT_Campus_BOQ,54,text
NIELIT_Campus_BOQ_p54_l14,13 WATER PROOFING WORK 590427.25,NIELIT_Campus_BOQ,54,text
NIELIT_Campus_BOQ_p55_l8,22.6 Earth work in excavation by mechanical means (Hydraulic,NIELIT_Campus_BOQ,55,text
NIELIT_Campus_BOQ_p55_l14,"32.25 Filling available excavated earth (excluding rock) intrenches, plinth, sides",NIELIT_Campus_BOQ,55,text
NIELIT_Campus_BOQ_p55_l15,"offoundations etc.inlayers notexceeding 20cm indepth, consolidating",NIELIT_Campus_BOQ,55,text
NIELIT_Campus_BOQ_p55_l18,42.27 Supplying and filling inplinth with local sand under floors including,NIELIT_Campus_BOQ,55,text
