id,description,source,page,extraction_method
MCGM_Civil_BOQ_p1_l1,A EARTHWORK,MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p1_l3,1) Item includes Excavation with,MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p1_l5,dewatering by pumps. No separate payment,MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p1_l14,"rock, debris etc. required for refilling or",MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p1_l20,"Contractor should provide the same at his 1 R2-CS-EW-1 Excavation for foundations, substructures,",MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p1_l21,"basements, tanks, sumps, walls, chambers,",MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p1_l22,"manholes, trenches, poles, pits & general",MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p1_l24,"vegetable earth, soft murum, running sand,",MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p1_l32,"vegetation, backfilling in layers not more",MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p1_l43,"3R2-CS-EW-3 Excavation for foundation, substructures,",MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p1_l44,"basements, tanks, sumps, walls, chambers,",MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p1_l45,"manholes, trenches, poles, pits & general",MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p1_l47,"sand stone, stiff clay, gravel, cobblestone,",MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p1_l51,"hardcore, lime concrete, plain cement",MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p1_l52,"concrete, stone masonry and all types of",MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p1_l53,"brick/ block masonry below ground level,",MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p1_l58,"removing rank vegetation, backfilling in",MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p1_l60,4R2-CS-EW-4 Excavation by chiseling by manual,MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p1_l63,"etc. for foundations,",MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p1_l64,"substructures,basements, tanks, sumps,",MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p1_l65,"walls, chambers, manholes, poles, pits &",MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p1_l67,"reinforced concrete, Bituminous macadam",MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p1_l71,"vegetation, backfilling in layers not more",MCGM_Civil_BOQ,1,text
MCGM_Civil_BOQ_p2_l0,5R2-CS-EW-5 Excavation by using splitters for,MCGM_Civil_BOQ,2,text
MCGM_Civil_BOQ_p2_l1,"foundations, substructures, basements,",MCGM_Civil_BOQ,2,text
MCGM_Civil_BOQ_p2_l2,"tanks, sumps, walls, chambers, manholes,",MCGM_Civil_BOQ,2,text
MCGM_Civil_BOQ_p2_l4,"works in hard rock, reinforced concrete, for",MCGM_Civil_BOQ,2,text
MCGM_Civil_BOQ_p2_l9,"vegetation, backfilling in layers not more",MCGM_Civil_BOQ,2,text
MCGM_Civil_BOQ_p2_l30,"10R2-CS-EW-11 Filling in plinth, floors, trenches, pits with",MCGM_Civil_BOQ,2,text
MCGM_Civil_BOQ_p2_l38,"11 R2-CS-EW-12 Filling in plinth, floors, trenches, pits with",MCGM_Civil_BOQ,2,text
MCGM_Civil_BOQ_p2_l54,small chips including filling in with,MCGM_Civil_BOQ,2,text
MCGM_Civil_BOQ_p2_l57,"watering, sand spreading 12mm thk. layer Cum 600 2,231 1338600.00",MCGM_Civil_BOQ,2,text
MCGM_Civil_BOQ_p2_l63,"walling, struts, open poling boards, Sqm 100 1,372 137200.00",MCGM_Civil_BOQ,2,text
MCGM_Civil_BOQ_p2_l64,TOTAL FOR EARTHWORK 11628350,MCGM_Civil_BOQ,2,text
MCGM_Civil_BOQ_p2_l71,"foundation pits, wall trenches, basement",MCGM_Civil_BOQ,2,text
MCGM_Civil_BOQ_p2_l72,"excavation, backfill in immediate contact",MCGM_Civil_BOQ,2,text
MCGM_Civil_BOQ_p2_l73,with foundation and treating the top surface,MCGM_Civil_BOQ,2,text
MCGM_Civil_BOQ_p2_l74,"of plinth filling, junction of wall & floor,",MCGM_Civil_BOQ,2,text
MCGM_Civil_BOQ_p2_l76,"expansion joints, surrounding of pipes,",MCGM_Civil_BOQ,2,text
MCGM_Civil_BOQ_p2_l77,water conduits and at places suggested and,MCGM_Civil_BOQ,2,text
MCGM_Civil_BOQ_p2_l81,inspection chamber to control the nuisance,MCGM_Civil_BOQ,2,text
MCGM_Civil_BOQ_p3_l0,C R2-CS-CW CONCRETE WORKS,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l1,I Plain Cement Concrete (RMC),MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l4,cement concrete of specified grade cement,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l6,mixing in concrete mixer including bailing,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l7,"out water, compacting, finishing surface,",MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l8,curing and including the cost of centering,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l9,and shuttering at all level : Nominal Mix of Cum 950 6821 6479950,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l11,mixed design mix M 20 grade cement,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l12,concrete for reinforced cement concrete,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l13,"work, using cement content as per",MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l14,"approved design mix, including pumping of",MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l15,concrete to site of laying and the cost of,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l16,"centering, shuttering, finishing and",MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l17,"excluding reinforcement, including",MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l20,"of concrete, improve workability without",MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l28,All works (including Centering &,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l29,Shuttering) 19R2-CS-CW-7-,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l30,"aFoundations, footings, bases of columns,",MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l33,bWalls (any thickness) including,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l34,"attached butteresses, retaining wall, shear",MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l35,"wall, diaphragm wall, trench,pit walls, etcCum 2,650 10,518 27872700",MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l37,"cSlabs, Suspended floors, roofs, landings,",MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l41,"dLintels, beams, plinth beams, girders, floor",MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l42,"beam, coping.Cum 1,800 9,556 17200800",MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l44,"eColumns, Pillars, Piers, Posts and Struts. Cum 1,800 11,184 20131200",MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l46,"fStairs (waist slab), folded slab, inclined slab Cum 175 11,059 1935325",MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l49,"cantilever beam, etc.,",MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l51,26R2-CS-CW-9 Extra for providing two stage centering for,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l53,"in terms of floor slabs including finishing,Cum 25 1,623 40575",MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l55,of M-30 grade cement concrete instead of,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l56,M20 (Note :- Cement content considered,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l58,table showing minimum cement content.)Cum 500 532 266000,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l60,of M-40 grade cement concrete instead of,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l61,M20 (Note :- Cement content considered,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l63,"table showing minimum cement content.)Cum 9,100 1,064 9682400",MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l65,M-50 grade cement concrete instead of M20,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l66,(Note :- Cement content considered in this,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l68,III Reinforcement Steel,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l69,30R2-CS-CW-35 Providing and fixing in position steel bars,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l70,reinforcement of various diameters for,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l72,"footings,raft,retaining wall,shear wall,",MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l73,"lift wall, foundations, slabs, beams,",MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l74,"columns, canopies, staircases, newels,",MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l78,cThermo-Mechanically Treated steel bar (500,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p3_l80,32 R2-CS-CW-62 Providing & Laying Plum concrete,MCGM_Civil_BOQ,3,text
MCGM_Civil_BOQ_p4_l1,1-bProviding and Casting RCC bored cast in-,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l3,Sand /Rock by rotary hydraulic rigs using,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l7,Cement Concrete work of filling the bore,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l8,(after placement of reinforcement cage as,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l10,Concrete using 43 Grade Ordinary Portland,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l11,"Cementconfirming to IS :8112, ofapproved",MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l12,make and brand with minimum cement Rmt 750 5125 3843750,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l18,"required shape, welding, painting with Red MT 16 79777 1276432",MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l23,aProviding & fixing steel anchor dowel bars,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l24,in open foundation including drilling holes,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l28,effectively grouting the holes with cement,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l30,TOTAL FOR CONCRETE WORKS 326281657,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l32,External wall & Compound wall,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l33,37R2-CS-MW-4 Brick work with clay flyash F.P.S. (non,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l34,modular) brick of class designation 3.5 and,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l36,upto floor five level in all shapes and sizes 38R2-CS-MW-4-,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l37,cCement mortar 1:6 (1 cement : 6 coarse,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l38,"sand)Cum 2190 6,706 14686140",MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l39,Internal wall,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l42,(cellular) cement blocks masonry with more,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l43,than 100 mm thick AAC blocks in cement,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l44,mortar 1:4 (1 cement : 4 coarse sand ),MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l45,including RCC stiffeners. The rate includes,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l48,"masonry work, racking of joints, scaffolding Cum 2,625 6,911 18141126.2",MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l49,40R2-CS-MW-6 Extra for brick work / AAC block,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l50,masonry / Tile brick masonry in,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l52,floors or part there of by mechanical,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l53,"means.(5th to 8th floor)Cum 1,040 394 409760",MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l54,41R2-CS-MW-6 Extra for brick work / AAC block,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l55,masonry / Tile brick masonry in,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l57,floors or part thereof by mechanical,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l63,bBrick work with common burnt clay,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l64,modular bricks of class designation 3.5 and,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l65,above in foundation and plinth in:Cement Cum 30 5368 161040,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l67,E PLASTERING WORKS,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l68,Internal Plaster,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l70,internal plaster in one coat in cement,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l71,mortar 1:3 with white cementicious wall,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l73,locations for masonry (except stone,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l74,masonry) and concrete surfaces,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l76,External Plaster,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l78,external sand faced cement plaster with neat,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l79,cement rendering upto 10m from ground,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l80,level and at all locations in cement mortar,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l82,masonry (except stone masonry) and,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l83,concrete surfaces including providing water,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l84,proofing compound to the first coat of,MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l85,"plaster as per manufacturers specification,",MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l86,"racking out joints, hacking of concrete",MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p4_l87,"surface, finishing, curing, scaffolding etc",MCGM_Civil_BOQ,4,text
MCGM_Civil_BOQ_p5_l1,"cIn cement mortar 1:3 Sqm 8,710 518 4511780",MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l5,plastering.,MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l19,48R2-CS-PL-26 Providing and applying cement plaster for,MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l23,locations in cement mortar 1:3 for masonry,MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l24,(except stone masonry) and concrete,MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l29,as required over junctions of concrete,MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l30,& brick / block masonry or any,MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l33,"joints / junction prior to plastering, Sqm 7,700 248 1909600",MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l36,and external plaster. The dose of 6mm long,MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l37,fibers shall be 125gms per 50 kg of cement,MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l39,51R2-CS-PL-43 Providing and applying Plaster of Paris,MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l40,"punning to walls, beams, ceilings, columns",MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l42,single coat cement plaster including,MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l44,"groove at skirting and door, window jamb, Sqm 28,500 298 8493000",MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l47,"thick plaster including scaffolding, finishing,",MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l49,TOTAL FOR PLASTERING WORKS 26751948.52,MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l50,F PAINTING WORKS,MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l52,1) Rates of all the items in painting,MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l55,height for internal painting and upto 10m,MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l57,painting. Refer separate item for 2) The manufacturer’s representative,MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l59,waterproof cement paint is being carried out,MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l66,quantity of cement paint as being actually,MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l75,"and preparing surfaces for painting with Sqm 1,950 46 89700",MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p5_l76,Ceiling Painting,MCGM_Civil_BOQ,5,text
MCGM_Civil_BOQ_p6_l32,Compound wall Painting,MCGM_Civil_BOQ,6,text
MCGM_Civil_BOQ_p6_l35,"anti-fungal, exterior paint as specified below",MCGM_Civil_BOQ,6,text
MCGM_Civil_BOQ_p6_l40,"surfaces for painting by any approved Sqm 2,700 188 507600",MCGM_Civil_BOQ,6,text
MCGM_Civil_BOQ_p6_l41,Internal paint,MCGM_Civil_BOQ,6,text
MCGM_Civil_BOQ_p6_l44,enamel paint/flat oil paint of an approved,MCGM_Civil_BOQ,6,text
MCGM_Civil_BOQ_p6_l49,Quantity same as internal plaster,MCGM_Civil_BOQ,6,text
MCGM_Civil_BOQ_p6_l50,External Painting,MCGM_Civil_BOQ,6,text
MCGM_Civil_BOQ_p6_l51,57R2-CS-PL-44 Providing & applying synthetic plaster,MCGM_Civil_BOQ,6,text
MCGM_Civil_BOQ_p6_l56,backing coat of 16mm cement plaster ( 16,MCGM_Civil_BOQ,6,text
MCGM_Civil_BOQ_p6_l57,mm cement plaster will be paid under,MCGM_Civil_BOQ,6,text
MCGM_Civil_BOQ_p6_l59,Quantity same as external plaster minus,MCGM_Civil_BOQ,6,text
MCGM_Civil_BOQ_p6_l60,compound wall plaster qty & without any,MCGM_Civil_BOQ,6,text
MCGM_Civil_BOQ_p7_l2,enamel paint/flat oil paint of an approved,MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l8,TOTAL FOR PAINTING WORKS 22073970,MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l9,G FLOORING WORKS,MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l15,"finishing to required shape and size,",MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l16,"setting, fitting and fixing in position, Kota flooring",MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l20,size for paving /flooring in plain,MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l22,including cement mortar bedding of 25,MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l23,"mm thick in 1:4 proportion, cement",MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l25,"leveling, jointing, filling the joints with R2-CS-FL-01-",MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l30,Ceramic Flooring,MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l31,60R2-CS-FL-07 Providing and laying 8mm thk. ceramic tiles,MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l33,"2006 for flooring of an approved, quality,",MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l34,"make, size and pattern /design, for flooring",MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l35,including cement mortar bedding of 25 mm,MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l36,"thick in 1:4 proportion, neat cement float,",MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l37,"cutting, leveling, jointing, filling the joints",MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l38,by neat cement slurry or approved colour 61R2-CS-FL-07-,MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l39,cLight coloured antiskid / matt ceramic tiles Sqm 1310 1701 2228310,MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l41,AProviding and fixing 8mm thk. ceramic tiles,MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l46,backing of 20 thk. cement mortar in,MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l47,porportion 1:3 with approved waterproofing,MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l49,"chamfered top edge in cement mortar 1:3,",MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l50,"cement float, machine cutting, leveling,",MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l51,"jointing, filling the joints with neat cement Sqm 16,500 1770 29205000",MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l52,63R2-CS-FL-34-a Providing and fixing 8mm thk. ceramic tiles,MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l57,backing of 20 thk. cement mortar in,MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l59,"chamfered top edge in cement mortar 1:3,",MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l60,"cement float, machine cutting, leveling,",MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l61,"jointing, filling the joints with neat cement Sqm 22,760 1766 40194160",MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l63,tiles 25 mm to 30 mm thick of an approved,MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l64,quality and size for paving / flooring,MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l65,including cement mortar bedding of 25 mm,MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l66,"thick in 1:4 proportion, cement float,",MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l67,"pointing in cement mortar 1:3, cutting,",MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p7_l71,Vitrified Flooring,MCGM_Civil_BOQ,7,text
MCGM_Civil_BOQ_p8_l1,vitrified tiles as specified below conforming,MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l3,"than 0.08% for flooring of an approved,",MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l5,flooring including cement mortar bedding of,MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l7,"leveling, jointing, filling the joints by neat R2-CS-FL-8-c Light coloured antiskid / matt vitrified tiles Sqm 11864 1,608 19076690",MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l10,colouredITALIAN MARBLE SLAB,MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l13,Italian marble inlays for flooring in,MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l14,required pattern on a bed of 1:4 cement,MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l16,"thickness including neat cement float, Sqm 50 5743 287150",MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l20,"SLAB with in lays of approved size,20mm",MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l23,"thickness including neat cement float,filling",MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l26,metallic topping for flooring in cement,MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l28,equivalent over existing concrete bed and as,MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l30,"leveling, curing, finishing etc complete as SQM 165 346 57090",MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l32,69R2-CS-FL-25 Providing and fixing 8mm thk. vitrified tiles,MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l37,"desired line, backing of 20 thk. cement",MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l39,"or chamfered top edge in cement mortar 1:3,",MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l40,"cement float, machine cutting, leveling, R2-CS-FL-25-",MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l41,aLight coloured glazed vitrified tiles for,MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l45,getanti-skid effect including cement mortar,MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l47,"cement float, etc. complete. (Entrance Ramp Sqm 290 5501 1595290",MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l48,Door Granite Fr ame,MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l52,door and window frames / architraves,MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l56,cement plastering along the sides to match,MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l57,"the existing surface in cement mortar, filling",MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l64,kadappa stone slab base with minimum,MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l74,dSteel gray Granite granite slab at top and,MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l81,"any other approved means, filling the joints",MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p8_l82,with neat cement motar with neat smooth R2-CS-FL-47-,MCGM_Civil_BOQ,8,text
MCGM_Civil_BOQ_p9_l4,"desired line, cement float, machine cutting,",MCGM_Civil_BOQ,9,text
MCGM_Civil_BOQ_p9_l5,"leveling, jointing, filling the joints with neat Sqm 100 3,636 363600",MCGM_Civil_BOQ,9,text
MCGM_Civil_BOQ_p11_l25,"joints over c.m. bedding of 1:6, for flooring/",MCGM_Civil_BOQ,11,text
MCGM_Civil_BOQ_p11_l26,"skirting / dado, with cement float and grout",MCGM_Civil_BOQ,11,text
MCGM_Civil_BOQ_p11_l28,flooring shall be mirror polished. Basic rate Sqm 115 4259 489785,MCGM_Civil_BOQ,11,text
MCGM_Civil_BOQ_p11_l31,backing coat of 1:4 cement,MCGM_Civil_BOQ,11,text
MCGM_Civil_BOQ_p11_l32,"plaster/mortar/cement paste , cleaning etc.",MCGM_Civil_BOQ,11,text
MCGM_Civil_BOQ_p11_l39,"1:4 cement plaster/mortar/cement paste,",MCGM_Civil_BOQ,11,text
MCGM_Civil_BOQ_p11_l43,tiles /slab as specified below of approved,MCGM_Civil_BOQ,11,text
MCGM_Civil_BOQ_p11_l47,"desired line, backing of 20 thk. cement",MCGM_Civil_BOQ,11,text
MCGM_Civil_BOQ_p11_l49,"or chamfered top edge in cement mortar 1:3,",MCGM_Civil_BOQ,11,text
MCGM_Civil_BOQ_p11_l50,"cement float, machine cutting, leveling, R2-CS-FL-21-",MCGM_Civil_BOQ,11,text
