id,description,description_cleaned,source,page
NIELIT_Campus_BOQ_p224_l29,concrete block 1:3:6 (1cement :3coarse sand :6graded stone aggregate,concrete block 1 3 6 1cement 3coarse sand 6graded stone aggregate,NIELIT_Campus_BOQ,224
NIELIT_Campus_BOQ_p225_l9,"42 2.10 Excavating trenches ofrequired width forpipes, cables, etc.including excavation",42 2.10 excavating trenches ofrequired width forpipes cables etc.including excavation,NIELIT_Campus_BOQ,225
NIELIT_Campus_BOQ_p225_l16,"2.10.1.2 Pipes, cables etc. exceeding 80mm dia but not exceeding 300mm dia Mtr 60.00 165.60 9936.00",2.10.1.2 pipes cables etc. exceeding 80mm diameter but not exceeding 300mm diameter meter 60.00 165.60 9936.00,NIELIT_Campus_BOQ,225
NIELIT_Campus_BOQ_p226_l1,"1 INTERNAL ELECTRICAL, 370269.50 70950.66",1 internal electrical 370269.50 70950.66,NIELIT_Campus_BOQ,226
NIELIT_Campus_BOQ_p227_l2,1 1.10 Wiring forlight point/ fanpoint/ exhaust fanpoint/ callbellpoint with 1.5sq.mm FRPVC insulated,1 1.10 wiring forlight point fanpoint exhaust fanpoint callbellpoint with 1.5sq.millimeter frpvc insulated,NIELIT_Campus_BOQ,227
NIELIT_Campus_BOQ_p227_l3,"copper conductor single core cable insurface /recessed medium class PVC conduit, with modular",copper conductor single core cable insurface recessed medium class pvc conduit with modular,NIELIT_Campus_BOQ,227
NIELIT_Campus_BOQ_p227_l7,2 1.11 Wiring fortwin control light point with 1.5sq.mm FRPVC insulated copper conductor single core cable,2 1.11 wiring fortwin control light point with 1.5sq.millimeter frpvc insulated copper conductor single core cable,NIELIT_Campus_BOQ,227
NIELIT_Campus_BOQ_p227_l8,"insurface /recessed medium class PVC conduit, 2waymodular switch, modular plate, suitable GIbox",insurface recessed medium class pvc conduit 2waymodular switch modular plate suitable gibox,NIELIT_Campus_BOQ,227
NIELIT_Campus_BOQ_p227_l11,"3 1.12 Wiring forlight/power plug with 2x4Sq.mm FRPVC insulated, copper conductor, single core cable in",3 1.12 wiring forlight power plug with 2x4sq.millimeter frpvc insulated copper conductor single core cable in,NIELIT_Campus_BOQ,227
NIELIT_Campus_BOQ_p227_l12,surface/recessed PVC conduit alongwith 1No.4Sq.mm FRPVC insulated copper conductor single,surface recessed pvc conduit alongwith 1no.4sq.millimeter frpvc insulated copper conductor single,NIELIT_Campus_BOQ,227
NIELIT_Campus_BOQ_p227_l14,"4 1.13 Wiring forlight/power plug with 4x4Sq.mm FRPVC insulated, copper conductor, single core cable in",4 1.13 wiring forlight power plug with 4x4sq.millimeter frpvc insulated copper conductor single core cable in,NIELIT_Campus_BOQ,227
NIELIT_Campus_BOQ_p227_l15,surface/recessed PVC conduit alongwith 2Nos. 4Sq.mm FRPVC insulated copper conductor single,surface recessed pvc conduit alongwith 2nos. 4sq.millimeter frpvc insulated copper conductor single,NIELIT_Campus_BOQ,227
NIELIT_Campus_BOQ_p227_l19,a) 1.14.1 2x1.5 Sqmm + 1x1.5 Sq.mm (For circuit wiring) Metre 160 107.00 17120.00,1.14.1 2x1.5 sqmm 1x1.5 sq.millimeter for circuit wiring metre 160 107.00 17120.00,NIELIT_Campus_BOQ,227
NIELIT_Campus_BOQ_p227_l20,b) 1.14.4 2x6 Sqmm + 1x6 Sq.mm (For A/C wiring) Metre 40 206.00 8240.00,1.14.4 2x6 sqmm 1x6 sq.millimeter for wiring metre 40 206.00 8240.00,NIELIT_Campus_BOQ,227
NIELIT_Campus_BOQ_p227_l21,c) 1.14.11 4x10 Sqmm + 2x10 Sq.mm (For sub-main wiring) Metre 40 562.00 22480.00,1.14.11 4x10 sqmm 2x10 sq.millimeter for sub main wiring metre 40 562.00 22480.00,NIELIT_Campus_BOQ,227
NIELIT_Campus_BOQ_p227_l24,surface/recessed steel/PVC conduit as required.Metre 30 22.00 660.00NATIONAL BUILDINGS CONSTRUCTION CORPORATION LIMITED,surface recessed steel pvc conduit as required.metre 30 22.00 660.00national buildings construction corporation limited,NIELIT_Campus_BOQ,227
NIELIT_Campus_BOQ_p227_l27,"NAME OF WORK : PROVIDING INTERNAL ELECTRICAL INSTALLATIONS IN TYPE -I QTRs AT NEILET, AGARTALA",name of work providing internal electrical installations in type qtrs at neilet agartala,NIELIT_Campus_BOQ,227
NIELIT_Campus_BOQ_p228_l1,7 1.20 Supplying and fixing offollowing sizes ofsteel conduit along with accessories insurface/recess,7 1.20 supplying and fixing offollowing sizes ofsteel conduit along with accessories insurface recess,NIELIT_Campus_BOQ,228
NIELIT_Campus_BOQ_p228_l2,"including painting incase ofsurface conduit, orcutting thewallandmaking good thesame incase of",including painting incase ofsurface conduit orcutting thewallandmaking good thesame incase of,NIELIT_Campus_BOQ,228
NIELIT_Campus_BOQ_p228_l7,size phenolic laminated sheet cover in front including painting etc. as required.,size phenolic laminated sheet cover in front including painting etc. as required.,NIELIT_Campus_BOQ,228
NIELIT_Campus_BOQ_p229_l2,"16 1.41 Installation, testing and commissioning ofprewired fluorescent fitting/compact fluorescent fitting ofall",16 1.41 installation testing and commissioning ofprewired fluorescent fitting compact fluorescent fitting ofall,NIELIT_Campus_BOQ,229
NIELIT_Campus_BOQ_p229_l3,"types, complete with allaccessories and tubes etc. directly onceiling/wall including connection 1.5",types complete with allaccessories and tubes etc. directly onceiling wall including connection 1.5,NIELIT_Campus_BOQ,229
NIELIT_Campus_BOQ_p229_l5,"17 1.44 Installation, testing andcommissioning ofceiling fan,including wiring thedown rods ofstandard length",17 1.44 installation testing andcommissioning ofceiling fan including wiring thedown rods ofstandard length,NIELIT_Campus_BOQ,229
NIELIT_Campus_BOQ_p229_l7,18 1.49 Numbering of ceiling fan/exhaust fan/ fluorescent fittings as required. Each 10 19.50 195.00,18 1.49 numbering of ceiling fan exhaust fan fluorescent fittings as required. each 10 19.50 195.00,NIELIT_Campus_BOQ,229
NIELIT_Campus_BOQ_p229_l11,"20 2.3 Supplying and fixing following way, single pole and neutral, sheet steel, MCB distribution board, 240",20 2.3 supplying and fixing following way single pole and neutral sheet steel mcb distribution board 240,NIELIT_Campus_BOQ,229
NIELIT_Campus_BOQ_p229_l13,"interconnections, powder painted including earthing etc. as required. (But without MCB/RCCB/Isolator ) a) 2.3.1 2 + 4 way, Single door Each 4 473.00 1892.00",interconnections powder painted including earthing etc. as required. but without mcb rccb isolator 2.3.1 2 4 way single door each 4 473.00 1892.00,NIELIT_Campus_BOQ,229
NIELIT_Campus_BOQ_p229_l20,"current circuit breaker (RCCB), having asensitivity current upto 300 mAintheexisting MCB DB",current circuit breaker rccb having asensitivity current upto 300 maintheexisting mcb db,NIELIT_Campus_BOQ,229
NIELIT_Campus_BOQ_p229_l25,"enclosed plug topalongwith 20amps ""C""curve, SP,MCB, insheet steel enclosure, onsurface orin",enclosed plug topalongwith 20amps curve sp mcb insheet steel enclosure onsurface orin,NIELIT_Campus_BOQ,229
NIELIT_Campus_BOQ_p229_l28,"25 5.2 Earthing with GIearth pipe 4.5mlong, 40mm diaincluding accessories, and providing masonary",25 5.2 earthing with giearth pipe 4.5mlong 40mm diaincluding accessories and providing masonary,NIELIT_Campus_BOQ,229
NIELIT_Campus_BOQ_p229_l29,enclosure with cover plate having locking arrangement andwatering pipe etc.with charcoal /coke and,enclosure with cover plate having locking arrangement andwatering pipe etc.with charcoal coke and,NIELIT_Campus_BOQ,229
NIELIT_Campus_BOQ_p230_l5,surface/ recessed conduit/ submain wiring/ cable as required.Metre 19 19.50 371.00,surface recessed conduit submain wiring cable as required.metre 19 19.50 371.00,NIELIT_Campus_BOQ,230
NIELIT_Campus_BOQ_p230_l8,28 NS Supplying of Ding bell fittings complete with all standard accessories Each 2 82.76 166.00,28 ns supplying of ding bell fittings complete with all standard accessories each 2 82.76 166.00,NIELIT_Campus_BOQ,230
NIELIT_Campus_BOQ_p230_l9,29 NSSupplying oflight fittings complete with allstandard accessories without starter &T5Lamp ofthe,29 nssupplying oflight fittings complete with allstandard accessories without starter t5lamp ofthe,NIELIT_Campus_BOQ,230
NIELIT_Campus_BOQ_p230_l21,"of1.6mmthick sheet duly powder coated, integrated loose wire box, complete with Incomer MCCB,",of1.6mmthick sheet duly powder coated integrated loose wire box complete with incomer mccb,NIELIT_Campus_BOQ,230
NIELIT_Campus_BOQ_p231_l19,a) 1.14.1 2x1.5 Sqmm + 1x1.5 Sq.mm (For circuit wiring) Metre 300 107.00 32100.00,1.14.1 2x1.5 sqmm 1x1.5 sq.millimeter for circuit wiring metre 300 107.00 32100.00,NIELIT_Campus_BOQ,231
NIELIT_Campus_BOQ_p231_l29,"NAME OF WORK : PROVIDING INTERNAL ELECTRICAL INSTALLATIONS IN TYPE -III QTRs AT NEILET, AGARTALA",name of work providing internal electrical installations in type iii qtrs at neilet agartala,NIELIT_Campus_BOQ,231
NIELIT_Campus_BOQ_p232_l30,"16 1.41 Installation, testing andcommissioning ofprewired fluorescent fitting/compact fluorescent fitting",16 1.41 installation testing andcommissioning ofprewired fluorescent fitting compact fluorescent fitting,NIELIT_Campus_BOQ,232
NIELIT_Campus_BOQ_p233_l4,18 1.49 Numbering of ceiling fan/exhaust fan/ fluorescent fittings as required. Each 20 19.50 390.00,18 1.49 numbering of ceiling fan exhaust fan fluorescent fittings as required. each 20 19.50 390.00,NIELIT_Campus_BOQ,233
NIELIT_Campus_BOQ_p233_l8,"20 2.3 Supplying andfixing following way, single pole andneutral, sheet steel, MCB distribution board,",20 2.3 supplying andfixing following way single pole andneutral sheet steel mcb distribution board,NIELIT_Campus_BOQ,233
NIELIT_Campus_BOQ_p233_l13,"b) 2.3.3 2 + 8 way, Single door Each 2 553.00 1106.00",2.3.3 2 8 way single door each 2 553.00 1106.00,NIELIT_Campus_BOQ,233
NIELIT_Campus_BOQ_p233_l28,"25 5.2 Earthing withGIearth pipe 4.5mlong, 40mm diaincluding accessories, andproviding masonary",25 5.2 earthing withgiearth pipe 4.5mlong 40mm diaincluding accessories andproviding masonary,NIELIT_Campus_BOQ,233
NIELIT_Campus_BOQ_p234_l6,existing surface/ recessed conduit/ submain wiring/ cable as required.Metre 19 19.50 371.00,existing surface recessed conduit submain wiring cable as required.metre 19 19.50 371.00,NIELIT_Campus_BOQ,234
NIELIT_Campus_BOQ_p234_l10,29 NSSupplying oflight fittings complete withallstandard accessories without starter &T5Lamp ofthe,29 nssupplying oflight fittings complete withallstandard accessories without starter t5lamp ofthe,NIELIT_Campus_BOQ,234
NIELIT_Campus_BOQ_p234_l22,"madee of1.6mm thick sheet duly powder coated, integrated loose wire box, complete with",madee of1.6mm thick sheet duly powder coated integrated loose wire box complete with,NIELIT_Campus_BOQ,234
NIELIT_Campus_BOQ_p234_l25,"arrangementfor compartment, bus chamber as required.",arrangementfor compartment bus chamber as required.,NIELIT_Campus_BOQ,234
NIELIT_Campus_BOQ_p235_l5,3 RCC WORK 1976609.80,3 reinforced cement concrete work 1976609.80,NIELIT_Campus_BOQ,235
NIELIT_Campus_BOQ_p235_l7,4 BRICK WORK 13926.00 605392.00,4 brick work 13926.00 605392.00,NIELIT_Campus_BOQ,235
NIELIT_Campus_BOQ_p235_l13,10 WATER PROOFING WORK 188808.00,10 water proofing work 188808.00,NIELIT_Campus_BOQ,235
NIELIT_Campus_BOQ_p237_l23,"(any thickness) including attached pilasters, columns, piers, abutments,CONCRETE WORK:",any thickness including attached pilasters columns piers abutments concrete work,NIELIT_Campus_BOQ,237
NIELIT_Campus_BOQ_p238_l12,consolidated and grouted with fine sand including finishing the top smooth.Sqm 160.00 338.75 54200.00,consolidated and grouted with fine sand including finishing the top smooth.square meter 160.00 338.75 54200.00,NIELIT_Campus_BOQ,238
NIELIT_Campus_BOQ_p238_l13,consolidated and grouted with fine sand including finishing the top smooth.,consolidated and grouted with fine sand including finishing the top smooth.,NIELIT_Campus_BOQ,238
NIELIT_Campus_BOQ_p238_l18,"a) 5.9.1 Foundations, footings, bases of columns etc. for mass concrete. sqm 180.00 166.90 30042.00",5.9.1 foundations footings bases of columns etc. for mass concrete. square meter 180.00 166.90 30042.00,NIELIT_Campus_BOQ,238
NIELIT_Campus_BOQ_p238_l21,"c) 5.9.3 Suspended floors, roofs, landings, balconies and access platform. sqm 220.00 311.20 68464.00",5.9.3 suspended floors roofs landings balconies and access platform. square meter 220.00 311.20 68464.00,NIELIT_Campus_BOQ,238
NIELIT_Campus_BOQ_p238_l22,"e) 5.9.5 Lintels, beams, plinth beams, girders, bressumers and cantilevers. sqm 228.00 262.25 59793.00",5.9.5 lintels beams plinth beams girders bressumers and cantilevers. square meter 228.00 262.25 59793.00,NIELIT_Campus_BOQ,238
NIELIT_Campus_BOQ_p238_l24,j)5.9.16 Edges of slabs and breaks in floors and walls RCC WORK:,5.9.16 edges of slabs and breaks in floors and walls reinforced cement concrete work,NIELIT_Campus_BOQ,238
NIELIT_Campus_BOQ_p239_l25,b) 5.33.2 All works above plinth level upto floor five level Cum 68.00 5781.50 393142.00,5.33.2 all works above plinth level upto floor five level cubic meter 68.00 5781.50 393142.00,NIELIT_Campus_BOQ,239
NIELIT_Campus_BOQ_p239_l29,every third course of half brick masonry (with FPS bricks)Sqm 220.00 63.30 13926.00,every third course of half brick masonry with fps bricks square meter 220.00 63.30 13926.00,NIELIT_Campus_BOQ,239
NIELIT_Campus_BOQ_p240_l8,Cement mortar 1:6 (1 cement: 6 coarse sand) Cum 80.00 4160.34 332827.59,cement mortar 1 6 1 cement 6 coarse sand cubic meter 80.00 4160.34 332827.59,NIELIT_Campus_BOQ,240
NIELIT_Campus_BOQ_p240_l11,Cement mortar 1:4 (1 cement: 4 coarse sand) Sqm 220.00 518.17 113996.41,cement mortar 1 4 1 cement 4 coarse sand square meter 220.00 518.17 113996.41,NIELIT_Campus_BOQ,240
NIELIT_Campus_BOQ_p240_l14,23 9.20 Providing andfixing ISImarked flush door shutters conforming toIS:2202,23 9.20 providing andfixing isimarked flush door shutters conforming tois 2202,NIELIT_Campus_BOQ,240
NIELIT_Campus_BOQ_p240_l20,24 9.48 Providing andfixing MSgrills ofrequired pattern inframes ofwindows etc.TOTAL CARRIED OVER TO SUMMARY,24 9.48 providing andfixing msgrills ofrequired pattern inframes ofwindows etc.total carried over to summary,NIELIT_Campus_BOQ,240
NIELIT_Campus_BOQ_p240_l22,24 9.48 Providing andfixing MSgrills ofrequired pattern inframes ofwindows etc.,24 9.48 providing andfixing msgrills ofrequired pattern inframes ofwindows etc.,NIELIT_Campus_BOQ,240
NIELIT_Campus_BOQ_p240_l25,25 9.96 Providing and fixing aluminium sliding door bolts ISImarked anodised,25 9.96 providing and fixing aluminium sliding door bolts isimarked anodised,NIELIT_Campus_BOQ,240
NIELIT_Campus_BOQ_p241_l9,universal hydraulic door closer withnecessary accessories andscrews etc.Each 24.00 610.60 14654.40,universal hydraulic door closer withnecessary accessories andscrews etc.each 24.00 610.60 14654.40,NIELIT_Campus_BOQ,241
NIELIT_Campus_BOQ_p241_l10,universal hydraulic door closer withnecessary accessories andscrews etc.,universal hydraulic door closer withnecessary accessories andscrews etc.,NIELIT_Campus_BOQ,241
NIELIT_Campus_BOQ_p241_l17,29 9.101 Providing and fixing aluminium hanging floor door stopper ISImarked,29 9.101 providing and fixing aluminium hanging floor door stopper isimarked,NIELIT_Campus_BOQ,241
NIELIT_Campus_BOQ_p242_l3,31 10.5 Providing andfixing 1mm thick MSsheet door with frame of40x40x6mm,31 10.5 providing andfixing 1mm thick mssheet door with frame of40x40x6mm,NIELIT_Campus_BOQ,242
NIELIT_Campus_BOQ_p242_l5,"necessary fittings complete, including applying a primer coat of approved a) 10.5.1 Using MS angle 40x40x6mm for diagonal braces. Sqm 8.40 2551.45 21432.18",necessary fittings complete including applying primer coat of approved 10.5.1 using mild steel angle 40x40x6mm for diagonal braces. square meter 8.40 2551.45 21432.18,NIELIT_Campus_BOQ,242
NIELIT_Campus_BOQ_p242_l6,"32 10.11 Providing &fixing factory made ISImarked steel glazed doors, windows",32 10.11 providing fixing factory made isimarked steel glazed doors windows,NIELIT_Campus_BOQ,242
NIELIT_Campus_BOQ_p242_l11,15x10x10cm of1:3:6 (1cement: 3coarse sand: 6graded stone aggregateKg. 160.00 96.30 15408.00STEEL WORK,15x10x10cm of1 3 6 1cement 3coarse sand 6graded stone aggregatekg. 160.00 96.30 15408.00steel work,NIELIT_Campus_BOQ,242
NIELIT_Campus_BOQ_p242_l20,"33 10.13 Providing &fixing T-iron frames fordoors, windows &ventilators ofmild",33 10.13 providing fixing iron frames fordoors windows ventilators ofmild,NIELIT_Campus_BOQ,242
NIELIT_Campus_BOQ_p242_l26,butt hinges & screws and applying a priming coat of approved steel primer.Kg. 240.00 73.30 17592.00,butt hinges screws and applying priming coat of approved steel primer.kilogram. 240.00 73.30 17592.00,NIELIT_Campus_BOQ,242
NIELIT_Campus_BOQ_p242_l27,34 10.25 Steel work welded inbuilt upsections/framed work including cutting,34 10.25 steel work welded inbuilt upsections framed work including cutting,NIELIT_Campus_BOQ,242
NIELIT_Campus_BOQ_p242_l28,"hoisting, fixing inposition and applying apriming coat ofapproved steel hoisting, fixing inposition and applying apriming coat ofapproved steel",hoisting fixing inposition and applying apriming coat ofapproved steel hoisting fixing inposition and applying apriming coat ofapproved steel,NIELIT_Campus_BOQ,242
NIELIT_Campus_BOQ_p243_l2,35 10.18 Providing andfixing circular/hexagonal cast ironorMSsheet boxforceiling,35 10.18 providing andfixing circular hexagonal cast ironormssheet boxforceiling,NIELIT_Campus_BOQ,243
NIELIT_Campus_BOQ_p243_l12,"36 10.30 Providing andfixing glass panes withputty andglazing clips insteel doors ,",36 10.30 providing andfixing glass panes withputty andglazing clips insteel doors,NIELIT_Campus_BOQ,243
NIELIT_Campus_BOQ_p243_l17,37 11.4 52mm thick cement concrete flooring with concrete hardener topping,37 11.4 52mm thick cement concrete flooring with concrete hardener topping,NIELIT_Campus_BOQ,243
NIELIT_Campus_BOQ_p243_l25,38 11.6 Cement plaster skirting (upto 30cmheight) with cement mortar 1:3(1,38 11.6 cement plaster skirting upto 30cmheight with cement mortar 1 3 1,NIELIT_Campus_BOQ,243
NIELIT_Campus_BOQ_p243_l26,cement: 3 coarse sand) finished with a floating coat of neat cement. FLOORING WORK,cement 3 coarse sand finished with floating coat of neat cement. flooring work,NIELIT_Campus_BOQ,243
NIELIT_Campus_BOQ_p243_l29,39 11.13 Providing & fixing glass strips in joints of terrazo/cement concrete floors.,39 11.13 providing fixing glass strips in joints of terrazo cement concrete floors.,NIELIT_Campus_BOQ,243
NIELIT_Campus_BOQ_p244_l2,40 11.16 Precast terrazo tiles 22mmthick with graded marble chips ofsize upto 12,40 11.16 precast terrazo tiles 22mmthick with graded marble chips ofsize upto 12,NIELIT_Campus_BOQ,244
NIELIT_Campus_BOQ_p244_l7,a) 11.16.1 Light shade using white cement Sqm 40.00 769.35 30774.00,11.16.1 light shade using white cement square meter 40.00 769.35 30774.00,NIELIT_Campus_BOQ,244
NIELIT_Campus_BOQ_p244_l8,41 11.26 Kota stone slab flooring over 20mm (average) thick base laidover and,41 11.26 kota stone slab flooring over 20mm average thick base laidover and,NIELIT_Campus_BOQ,244
NIELIT_Campus_BOQ_p244_l11,mortar 1:4 (1 cement: 4 coarse sand)mortar 1:4 (1 cement: 4 coarse sand),mortar 1 4 1 cement 4 coarse sand mortar 1 4 1 cement 4 coarse sand,NIELIT_Campus_BOQ,244
NIELIT_Campus_BOQ_p244_l13,"42 11.27 Kota stone slab 25mm thick inrisers ofsteps, skirting dado and pillars",42 11.27 kota stone slab 25mm thick inrisers ofsteps skirting dado and pillars,NIELIT_Campus_BOQ,244
NIELIT_Campus_BOQ_p244_l19,43 12.21 Providing gola 75x75mm incement concrete 1:2:4 (1cement: 2coarse,43 12.21 providing gola 75x75mm incement concrete 1 2 4 1cement 2coarse,NIELIT_Campus_BOQ,244
NIELIT_Campus_BOQ_p244_l22,a) 12.21.1 In 75x75mm deep chase Mtr. 80.00 109.05 8724.00ROOFING WORK,12.21.1 in 75x75mm deep chase meter. 80.00 109.05 8724.00roofing work,NIELIT_Campus_BOQ,244
NIELIT_Campus_BOQ_p245_l2,44 12.22 Making khuras 45x45cm with average minmum thickness of5cm cement,44 12.22 making khuras 45x45cm with average minmum thickness of5cm cement,NIELIT_Campus_BOQ,245
NIELIT_Campus_BOQ_p245_l13,a) 12.38.2 For 150 mm dia pipe Each 24.00 121.80 2923.20,12.38.2 for 150 millimeter diameter pipe each 24.00 121.80 2923.20,NIELIT_Campus_BOQ,245
NIELIT_Campus_BOQ_p245_l14,46 12.39 Providing lead caulked joints to sand cast iron rain water pipes and fittings:,46 12.39 providing lead caulked joints to sand cast iron rain water pipes and fittings,NIELIT_Campus_BOQ,245
NIELIT_Campus_BOQ_p245_l15,a) 12.39.2 For 150 mm dia pipe Each 24.00 287.10 6890.40,12.39.2 for 150 millimeter diameter pipe each 24.00 287.10 6890.40,NIELIT_Campus_BOQ,245
NIELIT_Campus_BOQ_p245_l16,47 12.40 Providing andfixing onwallface unplasticised-Rigid PVC rainwater pipes,47 12.40 providing andfixing onwallface unplasticised rigid pvc rainwater pipes,NIELIT_Campus_BOQ,245
NIELIT_Campus_BOQ_p245_l21,48 12.42 Providing and fixing on wall face unplasticised- PVC moulded,48 12.42 providing and fixing on wall face unplasticised pvc moulded,NIELIT_Campus_BOQ,245
NIELIT_Campus_BOQ_p246_l2,49 12.43 Providing and fixing unplasticised- PVC pipe clips ofapproved design to,49 12.43 providing and fixing unplasticised pvc pipe clips ofapproved design to,NIELIT_Campus_BOQ,246
NIELIT_Campus_BOQ_p246_l8,50 12.44 Providing &fixing totheinlet mouth ofrain water pipe cast iron grating,50 12.44 providing fixing totheinlet mouth ofrain water pipe cast iron grating,NIELIT_Campus_BOQ,246
NIELIT_Campus_BOQ_p246_l12,51 13.4 12mm cement plaster of mix :,51 13.4 12mm cement plaster of mix,NIELIT_Campus_BOQ,246
NIELIT_Campus_BOQ_p246_l13,a) 13.4.2 1:6 (1 cement : 6 coarse sand ) Sqm 600.00 112.50 67500.00,13.4.2 1 6 1 cement 6 coarse sand square meter 600.00 112.50 67500.00,NIELIT_Campus_BOQ,246
NIELIT_Campus_BOQ_p246_l14,52 13.7 12mm cement plaster finished with a floating coat of neat cement of mix :,52 13.7 12mm cement plaster finished with floating coat of neat cement of mix,NIELIT_Campus_BOQ,246
NIELIT_Campus_BOQ_p246_l15,a) 13.7.1 1:4 (1 cement : 4 fine sand ) Sqm 40.00 107.80 4312.00,13.7.1 1 4 1 cement 4 fine sand square meter 40.00 107.80 4312.00,NIELIT_Campus_BOQ,246
NIELIT_Campus_BOQ_p246_l16,53 13.12 18mm cement plaster intwo coats under layer 12mm thick cement,53 13.12 18mm cement plaster intwo coats under layer 12mm thick cement,NIELIT_Campus_BOQ,246
NIELIT_Campus_BOQ_p246_l18,plaster 1:3 (1 cement: 3 coarse sand) finished rough with sponge.Sqm 120.00 123.50 14820.00,plaster 1 3 1 cement 3 coarse sand finished rough with sponge.square meter 120.00 123.50 14820.00,NIELIT_Campus_BOQ,246
NIELIT_Campus_BOQ_p246_l19,54 13.5 15mm cement plaster on rough side of single or half brick wall of mix:,54 13.5 15mm cement plaster on rough side of single or half brick wall of mix,NIELIT_Campus_BOQ,246
NIELIT_Campus_BOQ_p246_l20,a) 13.5.2 1:6 (1 cement : 6 Coarse sand ) Sqm 520.00 130.20 67704.00,13.5.2 1 6 1 cement 6 coarse sand square meter 520.00 130.20 67704.00,NIELIT_Campus_BOQ,246
NIELIT_Campus_BOQ_p246_l21,55 13.16 6 mm cement plaster to ceiling of mix : FINISHING:,55 13.16 6 millimeter cement plaster to ceiling of mix finishing,NIELIT_Campus_BOQ,246
NIELIT_Campus_BOQ_p246_l22,a) 13.16.1 1:3 (1 cement : 3 fine sand ) Sqm. 220.00 101.00 22220.00,13.16.1 1 3 1 cement 3 fine sand square meter. 220.00 101.00 22220.00,NIELIT_Campus_BOQ,246
NIELIT_Campus_BOQ_p246_l23,56 13.26 Providing and applying plaster ofparis putty of2mm thickness over,56 13.26 providing and applying plaster ofparis putty of2mm thickness over,NIELIT_Campus_BOQ,246
NIELIT_Campus_BOQ_p246_l24,plastered surface to prepare the surface even and smooth complete.Sqm. 1280.00 83.80 107264.00,plastered surface to prepare the surface even and smooth complete.square meter. 1280.00 83.80 107264.00,NIELIT_Campus_BOQ,246
NIELIT_Campus_BOQ_p246_l27,58 13.41 Distempering with oilbound washable distemper ofapproved brand and,58 13.41 distempering with oilbound washable distemper ofapproved brand and,NIELIT_Campus_BOQ,246
NIELIT_Campus_BOQ_p247_l2,"59 13.47 Finishing walls with Premium Acrylic Smooth exterior paint with ""Silicone",59 13.47 finishing walls with premium acrylic smooth exterior paint with silicone,NIELIT_Campus_BOQ,247
NIELIT_Campus_BOQ_p247_l5,base coat of water proofing cement paint applied @2.20kg/10sqm)Sqm 400.00 80.45 32180.00,base coat of water proofing cement paint applied 2.20kg 10sqm square meter 400.00 80.45 32180.00,NIELIT_Campus_BOQ,247
NIELIT_Campus_BOQ_p247_l6,60 13.60 Wall painting with plastic emulsion paint ofapproved brand and,60 13.60 wall painting with plastic emulsion paint ofapproved brand and,NIELIT_Campus_BOQ,247
NIELIT_Campus_BOQ_p247_l15,62 13.76 Forming groove ofuniform size from 12x12mm and25x15mm inplastered,62 13.76 forming groove ofuniform size from 12x12mm and25x15mm inplastered,NIELIT_Campus_BOQ,247
NIELIT_Campus_BOQ_p248_l2,63 22.7 Providing and laying integral cement based water proofing treatment,63 22.7 providing and laying integral cement based water proofing treatment,NIELIT_Campus_BOQ,248
NIELIT_Campus_BOQ_p248_l11,admixed withwater proofing cement compound conforming toIS:2645 andWATER PROOFING:,admixed withwater proofing cement compound conforming tois 2645 andwater proofing,NIELIT_Campus_BOQ,248
NIELIT_Campus_BOQ_p249_l4,"2.0 INTERNAL ELECTRICAL WORK, 161034.00 76251.24",2.0 internal electrical work 161034.00 76251.24,NIELIT_Campus_BOQ,249
NIELIT_Campus_BOQ_p250_l5,4 RCC WORK 470543.50,4 reinforced cement concrete work 470543.50,NIELIT_Campus_BOQ,250
NIELIT_Campus_BOQ_p251_l7,2 2.6 Earth work inexcavation bymechanical means (Hydraulic excavator/manual,2 2.6 earth work inexcavation bymechanical means hydraulic excavator manual,NIELIT_Campus_BOQ,251
NIELIT_Campus_BOQ_p251_l12,"3 2.25 Filling available excavated earth (excluding rock) intrenches, plinth, sides of",3 2.25 filling available excavated earth excluding rock intrenches plinth sides of,NIELIT_Campus_BOQ,251
NIELIT_Campus_BOQ_p251_l13,"foundations etc.inlayers notexceeding 20cm indepth, consolidating each",foundations etc.inlayers notexceeding 20cm indepth consolidating each,NIELIT_Campus_BOQ,251
NIELIT_Campus_BOQ_p251_l16,"4 2.27 Supplying andfilling inplinth with local sand under floors including watering,",4 2.27 supplying andfilling inplinth with local sand under floors including watering,NIELIT_Campus_BOQ,251
NIELIT_Campus_BOQ_p252_l1,a) 2.35.3 Treatment ofsoilunder existing floors using chemical emulsion @one ltr.,2.35.3 treatment ofsoilunder existing floors using chemical emulsion one ltr.,NIELIT_Campus_BOQ,252
NIELIT_Campus_BOQ_p252_l3,with cement mortar 1:2 (1 cement: 2 coarse sand) to match the existing floor.,with cement mortar 1 2 1 cement 2 coarse sand to match the existing floor.,NIELIT_Campus_BOQ,252
NIELIT_Campus_BOQ_p252_l9,8 4.1 Providing and laying inposition cement concrete ofspecified grade,8 4.1 providing and laying inposition cement concrete ofspecified grade,NIELIT_Campus_BOQ,252
NIELIT_Campus_BOQ_p252_l11,b) 4.1.6 1:3:6 (1cement :3coarse sand :6graded stone aggregate 40mmnominal,4.1.6 1 3 6 1cement 3coarse sand 6graded stone aggregate 40mmnominal,NIELIT_Campus_BOQ,252
